id,type,brand,series,models,price,year,title,url,images
5659,desktop,Acer,,,90,2018,Acer Predator ORION 5000 Intel Core i5 11th Gen,predator-orion-5000-intel-core-i5-11th-gen,acer-predator-orion-5000-intel-core-i5-11th-gen.webp
5660,desktop,Acer,,,170,2018,Acer Predator ORION 5000 Intel Core i7 12th Gen,predator-orion-5000-intel-core-i7-12th-gen,acer-predator-orion-5000-intel-core-i7-12th-gen.webp
5661,desktop,Acer,,,120,2018,Acer Predator ORION 9000 Intel Core i7 8th Gen,predator-orion-9000-intel-core-i7-8th-gen,acer-predator-orion-9000-intel-core-i7-8th-gen.webp
5662,desktop,Acer,,,140,2018,Acer Predator ORION 9000 Intel Core i9 8th Gen,predator-orion-9000-intel-core-i9-8th-gen,acer-predator-orion-9000-intel-core-i9-8th-gen.webp
5669,desktop,Acer,,,25,2017,Acer Veriton 4650 Series Intel Core i7 7th Gen,veriton-4650-series-intel-core-i7-7th-gen,acer-veriton-4650-series-intel-core-i7-7th-gen.webp
5672,desktop,Acer,,,30,2018,Acer Veriton 4660 Series Intel Core i7 8th Gen,veriton-4660-series-intel-core-i7-8th-gen,acer-veriton-4660-series-intel-core-i7-8th-gen.webp
5673,desktop,Acer,,,25,2019,Acer Veriton 4665 Series Intel Core i5 9th Gen,veriton-4665-series-intel-core-i5-9th-gen,acer-veriton-4665-series-intel-core-i5-9th-gen.webp
5674,desktop,Acer,,,30,2019,Acer Veriton 4665 Series Intel Core i7 9th Gen,veriton-4665-series-intel-core-i7-9th-gen,acer-veriton-4665-series-intel-core-i7-9th-gen.webp
5679,desktop,Acer,,,20,2017,Acer Veriton 6640 Series Intel Core i5 7th Gen,veriton-6640-series-intel-core-i5-7th-gen,acer-veriton-6640-series-intel-core-i5-7th-gen.webp
5680,desktop,Acer,,,30,2017,Acer Veriton 6640 Series Intel Core i7 7th Gen,veriton-6640-series-intel-core-i7-7th-gen,acer-veriton-6640-series-intel-core-i7-7th-gen.webp
5681,desktop,Acer,,,20,2017,Acer Veriton 6650 Series Intel Core i5 7th Gen,veriton-6650-series-intel-core-i5-7th-gen,acer-veriton-6650-series-intel-core-i5-7th-gen.webp
5682,desktop,Acer,,,30,2017,Acer Veriton 6650 Series Intel Core i7 7th Gen,veriton-6650-series-intel-core-i7-7th-gen,acer-veriton-6650-series-intel-core-i7-7th-gen.webp
5683,desktop,Acer,,,25,2018,Acer Veriton 6660 Series Intel Core i5 8th Gen,veriton-6660-series-intel-core-i5-8th-gen,acer-veriton-6660-series-intel-core-i5-8th-gen.webp
5684,desktop,Acer,,,30,2018,Acer Veriton 6660 Series Intel Core i7 8th Gen,veriton-6660-series-intel-core-i7-8th-gen,acer-veriton-6660-series-intel-core-i7-8th-gen.webp
5685,desktop,Acer,,,30,2019,Acer Veriton 6660 Series Intel Core i5 9th Gen,veriton-6660-series-intel-core-i5-9th-gen,acer-veriton-6660-series-intel-core-i5-9th-gen.webp
5686,desktop,Acer,,,40,2019,Acer Veriton 6660 Series Intel Core i7 9th Gen,veriton-6660-series-intel-core-i7-9th-gen,acer-veriton-6660-series-intel-core-i7-9th-gen.webp
7473,desktop,ASUS,,,25,2020,ASUS Mini PC PB50 AMD Ryzen 7,mini-pc-pb50-amd-ryzen-7,asus-mini-pc-pb50-amd-ryzen-7.webp
7474,desktop,ASUS,,,20,2018,ASUS Mini PC PB60 Intel Core i3 8th Gen,mini-pc-pb60-intel-core-i3-8th-gen,asus-mini-pc-pb60-intel-core-i3-8th-gen.webp
7475,desktop,ASUS,,,25,2018,ASUS Mini PC PB60 Intel Core i5 8th Gen,mini-pc-pb60-intel-core-i5-8th-gen,asus-mini-pc-pb60-intel-core-i5-8th-gen.webp
7476,desktop,ASUS,,,25,2019,ASUS Mini PC PB60 Intel Core i5 9th Gen,mini-pc-pb60-intel-core-i5-9th-gen,asus-mini-pc-pb60-intel-core-i5-9th-gen.webp
7477,desktop,ASUS,,,55,2018,ASUS Mini PC PB60G Intel Core i5 8th Gen,mini-pc-pb60g-intel-core-i5-8th-gen,asus-mini-pc-pb60g-intel-core-i5-8th-gen.webp
7478,desktop,ASUS,,,75,2019,ASUS Mini PC PB60G Intel Core i7 9th Gen,mini-pc-pb60g-intel-core-i7-9th-gen,asus-mini-pc-pb60g-intel-core-i7-9th-gen.webp
