id,type,brand,series,models,price,year,title,url,images
12108,tablet,Apple,,,100,2017,Apple iPad Pro 12.9 2nd Gen 256GB Wi-Fi,ipad-pro-12-9-2nd-gen-256gb-wi_fi,apple-ipad-pro-12-9-2nd-gen-256gb-wi_fi.webp
12109,tablet,Apple,,,120,2017,Apple iPad Pro 12.9 2nd Gen 512GB Wi-Fi,ipad-pro-12-9-2nd-gen-512gb-wi_fi,apple-ipad-pro-12-9-2nd-gen-512gb-wi_fi.webp
12110,tablet,Apple,,,105,2018,Apple iPad Pro 11 1st Gen 64GB Wi-Fi + Cellular,ipad-pro-11-1st-gen-64gb-wi_fi-cellular,apple-ipad-pro-11-1st-gen-64gb-wi_fi-cellular.webp
12111,tablet,Apple,,,130,2018,Apple iPad Pro 11 1st Gen 256GB Wi-Fi + Cellular,ipad-pro-11-1st-gen-256gb-wi_fi-cellular,apple-ipad-pro-11-1st-gen-256gb-wi_fi-cellular.webp
12112,tablet,Apple,,,150,2018,Apple iPad Pro 11 1st Gen 512GB Wi-Fi + Cellular,ipad-pro-11-1st-gen-512gb-wi_fi-cellular,apple-ipad-pro-11-1st-gen-512gb-wi_fi-cellular.webp
12113,tablet,Apple,,,175,2018,Apple iPad Pro 11 1st Gen 1TB Wi-Fi + Cellular,ipad-pro-11-1st-gen-1tb-wi_fi-cellular,apple-ipad-pro-11-1st-gen-1tb-wi_fi-cellular.webp
12114,tablet,Apple,,,90,2018,Apple iPad Pro 11 1st Gen 64GB Wi-Fi,ipad-pro-11-1st-gen-64gb-wi_fi,apple-ipad-pro-11-1st-gen-64gb-wi_fi.webp
12115,tablet,Apple,,,110,2018,Apple iPad Pro 11 1st Gen 256GB Wi-Fi,ipad-pro-11-1st-gen-256gb-wi_fi,apple-ipad-pro-11-1st-gen-256gb-wi_fi.webp
12116,tablet,Apple,,,130,2018,Apple iPad Pro 11 1st Gen 512GB Wi-Fi,ipad-pro-11-1st-gen-512gb-wi_fi,apple-ipad-pro-11-1st-gen-512gb-wi_fi.webp
12117,tablet,Apple,,,150,2018,Apple iPad Pro 11 1st Gen 1TB Wi-Fi,ipad-pro-11-1st-gen-1tb-wi_fi,apple-ipad-pro-11-1st-gen-1tb-wi_fi.webp
12118,tablet,Apple,,,105,2018,Apple iPad Pro 12.9 3rd Gen 64GB Wi-Fi + Cellular,ipad-pro-12-9-3rd-gen-64gb-wi_fi-cellular,apple-ipad-pro-12-9-3rd-gen-64gb-wi_fi-cellular.webp
12119,tablet,Apple,,,140,2018,Apple iPad Pro 12.9 3rd Gen 256GB Wi-Fi + Cellular,ipad-pro-12-9-3rd-gen-256gb-wi_fi-cellular,apple-ipad-pro-12-9-3rd-gen-256gb-wi_fi-cellular.webp
12120,tablet,Apple,,,160,2018,Apple iPad Pro 12.9 3rd Gen 512GB Wi-Fi + Cellular,ipad-pro-12-9-3rd-gen-512gb-wi_fi-cellular,apple-ipad-pro-12-9-3rd-gen-512gb-wi_fi-cellular.webp
12121,tablet,Apple,,,200,2018,Apple iPad Pro 12.9 3rd Gen 1TB Wi-Fi + Cellular,ipad-pro-12-9-3rd-gen-1tb-wi_fi-cellular,apple-ipad-pro-12-9-3rd-gen-1tb-wi_fi-cellular.webp
12122,tablet,Apple,,,90,2018,Apple iPad Pro 12.9 3rd Gen 64GB Wi-Fi,ipad-pro-12-9-3rd-gen-64gb-wi_fi,apple-ipad-pro-12-9-3rd-gen-64gb-wi_fi.webp
12123,tablet,Apple,,,120,2018,Apple iPad Pro 12.9 3rd Gen 256GB Wi-Fi,ipad-pro-12-9-3rd-gen-256gb-wi_fi,apple-ipad-pro-12-9-3rd-gen-256gb-wi_fi.webp
12124,tablet,Apple,,,140,2018,Apple iPad Pro 12.9 3rd Gen 512GB Wi-Fi,ipad-pro-12-9-3rd-gen-512gb-wi_fi,apple-ipad-pro-12-9-3rd-gen-512gb-wi_fi.webp
12125,tablet,Apple,,,180,2018,Apple iPad Pro 12.9 3rd Gen 1TB Wi-Fi,ipad-pro-12-9-3rd-gen-1tb-wi_fi,apple-ipad-pro-12-9-3rd-gen-1tb-wi_fi.webp
12126,tablet,Apple,,,160,2020,Apple iPad Pro 11 2nd Gen 128GB Wi-Fi + Cellular,ipad-pro-11-2nd-gen-128gb-wi_fi-cellular,apple-ipad-pro-11-2nd-gen-128gb-wi_fi-cellular.webp
12127,tablet,Apple,,,180,2020,Apple iPad Pro 11 2nd Gen 256GB Wi-Fi + Cellular,ipad-pro-11-2nd-gen-256gb-wi_fi-cellular,apple-ipad-pro-11-2nd-gen-256gb-wi_fi-cellular.webp
12128,tablet,Apple,,,205,2020,Apple iPad Pro 11 2nd Gen 512GB Wi-Fi + Cellular,ipad-pro-11-2nd-gen-512gb-wi_fi-cellular,apple-ipad-pro-11-2nd-gen-512gb-wi_fi-cellular.webp
12129,tablet,Apple,,,235,2020,Apple iPad Pro 11 2nd Gen 1TB Wi-Fi + Cellular,ipad-pro-11-2nd-gen-1tb-wi_fi-cellular,apple-ipad-pro-11-2nd-gen-1tb-wi_fi-cellular.webp
12130,tablet,Apple,,,160,2020,Apple iPad Pro 11 2nd Gen 256GB Wi-Fi,ipad-pro-11-2nd-gen-256gb-wi_fi,apple-ipad-pro-11-2nd-gen-256gb-wi_fi.webp
12131,tablet,Apple,,,140,2020,Apple iPad Pro 11 2nd Gen 128GB Wi-Fi,ipad-pro-11-2nd-gen-128gb-wi_fi,apple-ipad-pro-11-2nd-gen-128gb-wi_fi.webp
12132,tablet,Apple,,,185,2020,Apple iPad Pro 11 2nd Gen 512GB Wi-Fi,ipad-pro-11-2nd-gen-512gb-wi_fi,apple-ipad-pro-11-2nd-gen-512gb-wi_fi.webp
12133,tablet,Apple,,,210,2020,Apple iPad Pro 11 2nd Gen 1TB Wi-Fi,ipad-pro-11-2nd-gen-1tb-wi_fi,apple-ipad-pro-11-2nd-gen-1tb-wi_fi.webp
12134,tablet,Apple,,,170,2020,Apple iPad Pro 12.9 4th Gen 128GB Wi-Fi + Cellular,ipad-pro-12-9-4th-gen-128gb-wi_fi-cellular,apple-ipad-pro-12-9-4th-gen-128gb-wi_fi-cellular.webp
12135,tablet,Apple,,,190,2020,Apple iPad Pro 12.9 4th Gen 256GB Wi-Fi + Cellular,ipad-pro-12-9-4th-gen-256gb-wi_fi-cellular,apple-ipad-pro-12-9-4th-gen-256gb-wi_fi-cellular.webp
12136,tablet,Apple,,,210,2020,Apple iPad Pro 12.9 4th Gen 512GB Wi-Fi + Cellular,ipad-pro-12-9-4th-gen-512gb-wi_fi-cellular,apple-ipad-pro-12-9-4th-gen-512gb-wi_fi-cellular.webp
12137,tablet,Apple,,,240,2020,Apple iPad Pro 12.9 4th Gen 1TB Wi-Fi + Cellular,ipad-pro-12-9-4th-gen-1tb-wi_fi-cellular,apple-ipad-pro-12-9-4th-gen-1tb-wi_fi-cellular.webp
12138,tablet,Apple,,,150,2020,Apple iPad Pro 12.9 4th Gen 128GB Wi-Fi,ipad-pro-12-9-4th-gen-128gb-wi_fi,apple-ipad-pro-12-9-4th-gen-128gb-wi_fi.webp
12139,tablet,Apple,,,170,2020,Apple iPad Pro 12.9 4th Gen 256GB Wi-Fi,ipad-pro-12-9-4th-gen-256gb-wi_fi,apple-ipad-pro-12-9-4th-gen-256gb-wi_fi.webp
12140,tablet,Apple,,,190,2020,Apple iPad Pro 12.9 4th Gen 512GB Wi-Fi,ipad-pro-12-9-4th-gen-512gb-wi_fi,apple-ipad-pro-12-9-4th-gen-512gb-wi_fi.webp
12141,tablet,Apple,,,210,2020,Apple iPad Pro 12.9 4th Gen 1TB Wi-Fi,ipad-pro-12-9-4th-gen-1tb-wi_fi,apple-ipad-pro-12-9-4th-gen-1tb-wi_fi.webp
12142,tablet,Apple,,,170,2021,Apple iPad Pro 11 3rd Gen 128GB Wi-Fi + Cellular,ipad-pro-11-3rd-gen-128gb-wi_fi-cellular,apple-ipad-pro-11-3rd-gen-128gb-wi_fi-cellular.webp
12143,tablet,Apple,,,190,2021,Apple iPad Pro 11 3rd Gen 256GB Wi-Fi + Cellular,ipad-pro-11-3rd-gen-256gb-wi_fi-cellular,apple-ipad-pro-11-3rd-gen-256gb-wi_fi-cellular.webp
12144,tablet,Apple,,,215,2021,Apple iPad Pro 11 3rd Gen 512GB Wi-Fi + Cellular,ipad-pro-11-3rd-gen-512gb-wi_fi-cellular,apple-ipad-pro-11-3rd-gen-512gb-wi_fi-cellular.webp
12145,tablet,Apple,,,250,2021,Apple iPad Pro 11 3rd Gen 1TB Wi-Fi + Cellular,ipad-pro-11-3rd-gen-1tb-wi_fi-cellular,apple-ipad-pro-11-3rd-gen-1tb-wi_fi-cellular.webp
12146,tablet,Apple,,,275,2021,Apple iPad Pro 11 3rd Gen 2TB Wi-Fi + Cellular,ipad-pro-11-3rd-gen-2tb-wi_fi-cellular,apple-ipad-pro-11-3rd-gen-2tb-wi_fi-cellular.webp
12147,tablet,Apple,,,150,2021,Apple iPad Pro 11 3rd Gen 128GB Wi-Fi,ipad-pro-11-3rd-gen-128gb-wi_fi,apple-ipad-pro-11-3rd-gen-128gb-wi_fi.webp
12148,tablet,Apple,,,170,2021,Apple iPad Pro 11 3rd Gen 256GB Wi-Fi,ipad-pro-11-3rd-gen-256gb-wi_fi,apple-ipad-pro-11-3rd-gen-256gb-wi_fi.webp
