id,title,url,images,type,brand,series,model,year,price,time_changed
27,Acer Nitro 5 AN515-43 AMD Ryzen 7 3rd Gen,/acer/nitro-5-an515-43-amd-ryzen-7-3rd-gen,acer-nitro-5-an515_43-amd-ryzen-7-3rd-gen.webp,laptop,Acer,,,2019,170,2025-01-24 00:36:27
29,Acer TravelMate P4 TMP416-53 Intel Core Ultra 7 155U,/acer/travelmate-p4-tmp416-53-intel-core-ultra-7-155u,acer-travelmate-p4-tmp416_53-intel-core-ultra-7-155u.webp,laptop,Acer,,,2025,280,2025-01-27 07:33:52
32,Alienware M17 Intel Core i7 8th Gen,/alienware/m17-intel-core-i7-8th-gen,alienware-m17-intel-core-i7-8th-gen.webp,laptop,Alienware,,,2018,170,2023-07-31 08:15:34
39,Apple MacBook Air A1465 2015 Intel Core i5,/apple/macbook-air-a1465-2015-intel-core-i5,apple-macbook-air-a1465-2015-intel-core-i5.webp,laptop,Apple,,,2015,25,2024-05-26 22:09:35
102,Acer Swift 3 SF314-43 AMD Ryzen 3 5th Gen,/acer/swift-3-sf314-43-amd-ryzen-3-5th-gen,acer-swift-3-sf314_43-amd-ryzen-3-5th-gen.webp,laptop,Acer,,,2020,50,2025-01-26 23:12:04
104,Acer Swift 3 SF314-41 AMD Ryzen 3 3rd Gen,/acer/swift-3-sf314-41-amd-ryzen-3-3rd-gen,acer-swift-3-sf314_41-amd-ryzen-3-3rd-gen.webp,laptop,Acer,,,2020,30,2025-01-26 23:10:47
108,Acer Predator Helios Neo 18 PHN18 Intel Cor i7 14th Gen,/acer/predator-helios-neo-18-phn18-intel-cor-i7-14th-gen,acer-predator-helios-neo-18-phn18-intel-cor-i7-14th-gen.webp,laptop,Acer,,,2024,400,2025-01-26 16:51:12
176,Dell Latitude 7212 Rugged Tablet Core i5 7th Gen,/dell/latitude-7212-rugged-tablet-core-i5-7th-gen,dell-laptop.webp,laptop,Dell,,,2017,55,2024-03-25 11:13:58
274,HP EliteBook 1040 G3 Intel Core i5 6th Gen,/hp/elitebook-1040-g3-intel-core-i5-6th-gen,hp-laptop.webp,laptop,HP,,,2016,25,2024-02-03 19:03:06
282,HP EliteBook 1030 G2 Intel Core i5 7th Gen,/hp/elitebook-1030-g2-intel-core-i5-7th-gen,hp-laptop.webp,laptop,HP,,,2017,30,2024-02-03 19:01:25
283,HP EliteBook 650 G10 Intel Core i5 13th Gen,/hp/elitebook-650-g10-intel-core-i5-13th-gen,hp-laptop.webp,laptop,HP,,,2023,160,2024-02-03 19:23:54
284,HP EliteBook 1040 G3 Intel Core i7 6th Gen,/hp/elitebook-1040-g3-intel-core-i7-6th-gen,hp-laptop.webp,laptop,HP,,,2016,30,2024-02-03 19:03:33
285,HP EliteBook 640 G9 Intel Core i3 12th Gen,/hp/elitebook-640-g9-intel-core-i3-12th-gen,hp-laptop.webp,laptop,HP,,,2022,95,2024-02-03 19:16:36
310,HP EliteBook 845 G8 AMD Ryzen 3,/hp/elitebook-845-g8-amd-ryzen-3,hp-elitebook-845-g8-amd-ryzen-3.webp,laptop,HP,,,2022,45,2024-08-29 21:00:49
356,Panasonic Toughbook CF-54 Intel Core i5 7th Gen,/panasonic/toughbook-cf-54-intel-core-i5-7th-gen,panasonic-toughbook-cf_54-intel-core-i5-7th-gen.webp,laptop,Panasonic,,,2017,65,2024-09-19 23:02:40
364,"Lenovo IdeaPad Y700 17.3"" Intel Core i5 6th Gen Non Touch Screen",/lenovo/ideapad-y700-17-3-intel-core-i5-6th-gen-non-touch-screen,lenovo-ideapad-y700-17-3-intel-core-i5-6th-gen-non-touch-screen.webp,laptop,Lenovo,,,2016,50,2023-06-12 04:40:53
387,Panasonic Toughbook CF-54 Intel Core i7 6th Gen,/panasonic/toughbook-cf-54-intel-core-i7-6th-gen,panasonic-laptop.webp,laptop,Panasonic,,,2016,85,2024-09-19 23:01:33
388,Panasonic Toughbook CF-54 Intel Core i7 7th Gen,/panasonic/toughbook-cf-54-intel-core-i7-7th-gen,panasonic-laptop.webp,laptop,Panasonic,,,2017,95,2024-09-19 23:02:10
578,LG Gram 13 13Z980 Intel Core i7 8th Gen,/lg/gram-13-13z980-intel-core-i7-8th-gen,lg-gram-13-13z980-intel-core-i7-8th-gen.webp,laptop,LG,,,2018,105,2023-06-19 02:13:00
580,LG Gram 15 15Z970 Intel Core i7 7th Gen,/lg/gram-15-15z970-intel-core-i7-7th-gen,lg-gram-15-15z970-intel-core-i7-7th-gen.webp,laptop,LG,,,2017,95,2023-06-19 02:34:17
581,LG Gram 13 13Z975 Intel Core i5 8th Gen,/lg/gram-13-13z975-intel-core-i5-8th-gen,lg-gram-13-13z975-intel-core-i5-8th-gen.webp,laptop,LG,,,2018,70,2023-06-19 02:13:23
582,LG Gram 14 14Z980 Intel Core i7 8th Gen,/lg/gram-14-14z980-intel-core-i7-8th-gen,lg-gram-14-14z980-intel-core-i7-8th-gen.webp,laptop,LG,,,2018,80,2023-06-19 02:26:40
583,LG Gram 15 15Z975 Intel Core i5 8th Gen,/lg/gram-15-15z975-intel-core-i5-8th-gen,lg-gram-15-15z975-intel-core-i5-8th-gen.webp,laptop,LG,,,2019,80,2023-06-19 02:36:05
584,LG Gram 17 17Z990 Intel Core i7 8th Gen 1TB SSD,/lg/gram-17-17z990-intel-core-i7-8th-gen-1tb-ssd,lg-gram-17-17z990-intel-core-i7-8th-gen-1tb-ssd.webp,laptop,LG,,,2019,130,2023-06-19 02:49:58
585,LG Gram 17 17Z990 Intel Core i7 8th Gen 256GB SSD,/lg/gram-17-17z990-intel-core-i7-8th-gen-256gb-ssd,lg-gram-17-17z990-intel-core-i7-8th-gen-256gb-ssd.webp,laptop,LG,,,2019,105,2023-06-19 02:49:43
587,LG Gram 14 14Z990 Intel Core i7 8th Gen,/lg/gram-14-14z990-intel-core-i7-8th-gen,lg-gram-14-14z990-intel-core-i7-8th-gen.webp,laptop,LG,,,2019,90,2023-06-19 02:26:56
588,LG Gram 13 13Z990 Intel Core i5 8th Gen,/lg/gram-13-13z990-intel-core-i5-8th-gen,lg-gram-13-13z990-intel-core-i5-8th-gen.webp,laptop,LG,,,2019,95,2023-06-19 02:10:18
591,LG Gram 15 15Z980 Intel Core i5 8th Gen 512GB SSD,/lg/gram-15-15z980-intel-core-i5-8th-gen-512gb-ssd,lg-gram-15-15z980-intel-core-i5-8th-gen-512gb-ssd.webp,laptop,LG,,,2018,50,2023-06-19 02:41:01
592,LG Gram 14 14Z980 Intel Core i5 8th Gen,/lg/gram-14-14z980-intel-core-i5-8th-gen,lg-gram-14-14z980-intel-core-i5-8th-gen.webp,laptop,LG,,,2018,60,2023-06-19 02:26:31
593,LG Gram 14 14Z970 Intel Core i5 7th Gen,/lg/gram-14-14z970-intel-core-i5-7th-gen,lg-gram-14-14z970-intel-core-i5-7th-gen.webp,laptop,LG,,,2017,50,2023-06-19 02:25:54
594,LG Gram 13 13Z970 Intel Core i7 8th Gen,/lg/gram-13-13z970-intel-core-i7-8th-gen,lg-gram-13-13z970-intel-core-i7-8th-gen.webp,laptop,LG,,,2017,95,2023-06-19 02:13:31
595,LG Gram 17 17Z90N Intel Core i7 10th Gen,/lg/gram-17-17z90n-intel-core-i7-10th-gen,lg-gram-17-17z90n-intel-core-i7-10th-gen.webp,laptop,LG,,,2019,230,2023-06-19 02:47:19
596,LG Gram 17 17Z90N Intel Core i5 10th Gen,/lg/gram-17-17z90n-intel-core-i5-10th-gen,lg-gram-17-17z90n-intel-core-i5-10th-gen.webp,laptop,LG,,,2019,185,2023-06-19 02:47:23
597,LG Gram 15 15Z980 Intel Core i7 8th Gen 1TB SSD,/lg/gram-15-15z980-intel-core-i7-8th-gen-1tb-ssd,lg-gram-15-15z980-intel-core-i7-8th-gen-1tb-ssd.webp,laptop,LG,,,2018,120,2023-06-19 02:41:36
599,LG Gram 13 13Z975 Intel Core i7 8th Gen,/lg/gram-13-13z975-intel-core-i7-8th-gen,lg-laptop.webp,laptop,LG,,,2018,95,2023-06-19 02:13:17
600,LG Gram 14 14T990 Intel Core i7 8th Gen 1TB SSD,/lg/gram-14-14t990-intel-core-i7-8th-gen-1tb-ssd,lg-gram-14-14t990-intel-core-i7-8th-gen-1tb-ssd.webp,laptop,LG,,,2021,130,2023-06-19 02:15:58
601,Apple MacBook Air A1466 2017 Intel Core i5,/apple/macbook-air-a1466-2017-intel-core-i5,apple-macbook-air-a1466-2017-intel-core-i5.webp,laptop,Apple,,,2017,45,2024-05-26 22:11:24
756,Acer Aspire Vero AV16 Intel Core Ultra 7,/acer/aspire-vero-av16-intel-core-ultra-7,acer-aspire-vero-av16-intel-core-ultra-7.webp,laptop,Acer,,,2024,250,2025-01-23 00:15:52
774,Acer TravelMate P6 14 AI TMP614-54 Intel Core Ultra 7,/acer/travelmate-p6-14-ai-tmp614-54-intel-core-ultra-7,acer-travelmate-p6-14-ai-tmp614_54-intel-core-ultra-7.webp,laptop,Acer,,,2025,300,2025-01-27 07:42:00
775,Acer TravelMate P6 14 AI TMP614-54 Intel Core Ultra 5,/acer/travelmate-p6-14-ai-tmp614-54-intel-core-ultra-5,acer-travelmate-p6-14-ai-tmp614_54-intel-core-ultra-5.webp,laptop,Acer,,,2025,260,2025-01-27 07:41:25
776,Acer TravelMate P6 TMP614-53 Intel Core Ultra 7 155H,/acer/travelmate-p6-tmp614-53-intel-core-ultra-7-155h,acer-travelmate-p6-tmp614_53-intel-core-ultra-7-155h.webp,laptop,Acer,,,2025,280,2025-01-27 07:38:47
777,Acer TravelMate P6 TMP614-53 Intel Core Ultra 5 125H,/acer/travelmate-p6-tmp614-53-intel-core-ultra-5-125h,acer-travelmate-p6-tmp614_53-intel-core-ultra-5-125h.webp,laptop,Acer,,,2025,220,2025-01-27 07:37:57
778,Acer TravelMate P4 TMP416-53 Intel Core Ultra 5 125U,/acer/travelmate-p4-tmp416-53-intel-core-ultra-5-125u,acer-travelmate-p4-tmp416_53-intel-core-ultra-5-125u.webp,laptop,Acer,,,2025,200,2025-01-27 07:32:47
780,Acer TravelMate Vero TMV15-51 Intel Core i5 11th Gen,/acer/travelmate-vero-tmv15-51-intel-core-i5-11th-gen,acer-travelmate-vero-tmv15_51-intel-core-i5-11th-gen.webp,laptop,Acer,,,2021,80,2025-01-27 06:44:29
781,Acer TravelMate P2 TMP214-55 Intel Core i3 13th Gen,/acer/travelmate-p2-tmp214-55-intel-core-i3-13th-gen,acer-travelmate-p2-tmp214_55-intel-core-i3-13th-gen.webp,laptop,Acer,,,2023,100,2025-01-27 07:20:54
782,Acer TravelMate Spin P4 TMP414RN-54 Intel Core Ultra 7,/acer/travelmate-spin-p4-tmp414rn-54-intel-core-ultra-7,acer-travelmate-spin-p4-tmp414rn_54-intel-core-ultra-7.webp,laptop,Acer,,,2024,230,2025-01-27 07:12:53
783,Acer TravelMate Spin P4 TMP414RN-54 Intel Core Ultra 5,/acer/travelmate-spin-p4-tmp414rn-54-intel-core-ultra-5,acer-travelmate-spin-p4-tmp414rn_54-intel-core-ultra-5.webp,laptop,Acer,,,2021,180,2025-01-27 07:12:03
784,Acer TravelMate Vero TMV15-51 Intel Core i7 11th Gen,/acer/travelmate-vero-tmv15-51-intel-core-i7-11th-gen,acer-travelmate-vero-tmv15_51-intel-core-i7-11th-gen.webp,laptop,Acer,,,2021,120,2025-01-27 06:45:27
785,Acer Swift 3 SF314-42 AMD Ryzen 5 4th Gen,/acer/swift-3-sf314-42-amd-ryzen-5-4th-gen,acer-swift-3-sf314_42-amd-ryzen-5-4th-gen.webp,laptop,Acer,,,2018,70,2025-01-26 23:11:49
811,Acer Aspire Vero AV16 Intel Core Ultra 5,/acer/aspire-vero-av16-intel-core-ultra-5,acer-aspire-vero-av16-intel-core-ultra-5.webp,laptop,Acer,,,2024,190,2025-01-23 00:14:54
885,Dell Inspiron 15 7537 Intel Core i5 4th Gen,/dell/inspiron-15-7537-intel-core-i5-4th-gen,dell-inspiron-15-7537-intel-core-i5-4th-gen.webp,laptop,Dell,,,2014,20,2024-07-07 18:21:52
9353,Dell Inspiron 15 3576 Intel Core i7 8th Gen,/dell/inspiron-15-3576-intel-core-i7-8th-gen,dell-inspiron-15-3576-intel-core-i7-8th-gen.webp,laptop,Dell,,,2018,65,2024-06-17 23:32:49
896,Dell Inspiron 17 7737 Intel Core i5 4th Gen,/dell/inspiron-17-7737-intel-core-i5-4th-gen,dell-inspiron-17-7737-intel-core-i5-4th-gen.webp,laptop,Dell,,,2014,30,2024-07-07 21:29:33
904,Dell Inspiron 17 7720,/dell/inspiron-17-7720,dell-inspiron-17-7720.webp,laptop,Dell,,,2012,20,2024-07-07 21:29:54
9403,Dell Inspiron 17 7791 Intel Core i7 10th Gen,/dell/inspiron-17-7791-intel-core-i7-10th-gen,dell-inspiron-17-7791-intel-core-i7-10th-gen.webp,laptop,Dell,,,2020,230,2024-07-07 21:39:37
937,Dell Latitude 7212 Rugged Tablet Core i7 7th Gen,/dell/latitude-7212-rugged-tablet-core-i7-7th-gen,dell-laptop.webp,laptop,Dell,,,2010,90,2024-03-25 11:14:20
944,Dell Latitude 3540 Intel Core i5 13th Gen,/dell/latitude-3540-intel-core-i5-13th-gen,dell-laptop.webp,laptop,Dell,,,2023,170,2024-12-21 22:57:33
1041,Dell Vostro 3500 Intel Core i3 11th Gen,/dell/vostro-3500-intel-core-i3-11th-gen,dell-laptop.webp,laptop,Dell,,,2021,60,2024-07-07 22:09:05
1379,Toshiba Tecra Z40 Intel Core i5 6th Gen,/toshiba/tecra-z40-intel-core-i5-6th-gen,toshiba-tecra-z40-intel-core-i5-6th-gen.webp,laptop,Toshiba,,,2014,30,2023-06-22 04:27:56
1380,Toshiba Tecra Z50 Intel Core i5 6th Gen,/toshiba/tecra-z50-intel-core-i5-6th-gen,toshiba-tecra-z50-intel-core-i5-6th-gen.webp,laptop,Toshiba,,,2016,30,2023-06-22 04:27:59
1661,Lenovo Flex 14IML Intel Core i5 10th Gen,/lenovo/flex-14iml-intel-core-i5-10th-gen,lenovo-flex-14iml-intel-core-i5-10th-gen.webp,laptop,Lenovo,,,2020,100,2024-07-08 01:00:34
1725,"Samsung 9 Pro NP930QAA 13"" Intel Core i7 8th Gen",/samsung/9-pro-np930qaa-13-intel-core-i7-8th-gen,samsung-9-pro-np930qaa-13-intel-core-i7-8th-gen.webp,laptop,Samsung,,,2018,95,2023-06-22 02:32:48
1726,Samsung Notebook 9 Pro Intel Core i7 8th Gen,/samsung/notebook-9-pro-intel-core-i7-8th-gen,samsung-notebook-9-pro-intel-core-i7-8th-gen.webp,laptop,Samsung,,,2018,95,2023-12-06 18:07:03
1727,Samsung Notebook 9 Pro Intel Core i7 7th Gen,/samsung/notebook-9-pro-intel-core-i7-7th-gen,samsung-notebook-9-pro-intel-core-i7-7th-gen.webp,laptop,Samsung,,,2017,80,2023-12-06 18:06:57
1735,Acer TravelMate Spin P4 AMD Ryzen 7 PRO 6850U,/acer/travelmate-spin-p4-amd-ryzen-7-pro-6850u,acer-travelmate-spin-p4-amd-ryzen-7-pro-6850u.webp,laptop,Acer,,,2022,120,2025-01-27 00:58:29
1736,Acer TravelMate Spin P4 AMD Ryzen 5 PRO 6650U,/acer/travelmate-spin-p4-amd-ryzen-5-pro-6650u,acer-travelmate-spin-p4-amd-ryzen-5-pro-6650u.webp,laptop,Acer,,,2023,80,2025-01-27 00:57:56
1741,Acer Nitro 5 AN515-46 AMD Ryzen 7 6th Gen,/acer/nitro-5-an515-46-amd-ryzen-7-6th-gen,acer-nitro-5-an515_46-amd-ryzen-7-6th-gen.webp,laptop,Acer,,,2022,380,2025-01-24 00:30:25
1769,Acer TravelMate P4 AMD Ryzen 5 PRO 6650U,/acer/travelmate-p4-amd-ryzen-5-pro-6650u,acer-travelmate-p4-amd-ryzen-5-pro-6650u.webp,laptop,Acer,,,2020,80,2025-01-27 00:59:25
1795,Acer TravelMate P4 AMD Ryzen 7 PRO 6850U,/acer/travelmate-p4-amd-ryzen-7-pro-6850u,acer-travelmate-p4-amd-ryzen-7-pro-6850u.webp,laptop,Acer,,,2020,120,2025-01-27 01:01:32
1796,Acer TravelMate Spin P4 TMP414RN-51 Intel Core i3 11th Gen,/acer/travelmate-spin-p4-tmp414rn-51-intel-core-i3-11th-gen,acer-travelmate-spin-p4-tmp414rn_51-intel-core-i3-11th-gen.webp,laptop,Acer,,,2021,50,2025-01-27 01:27:44
1797,Acer TravelMate P6 TMP614-51 Intel Core i7 10th Gen,/acer/travelmate-p6-tmp614-51-intel-core-i7-10th-gen,acer-travelmate-p6-tmp614_51-intel-core-i7-10th-gen.webp,laptop,Acer,,,2020,110,2025-01-27 01:16:54
1798,Acer TravelMate Spin P6 TMP614RN-52 Intel Core i5 11th Gen,/acer/travelmate-spin-p6-tmp614rn-52-intel-core-i5-11th-gen,acer-travelmate-spin-p6-tmp614rn_52-intel-core-i5-11th-gen.webp,laptop,Acer,,,2021,100,2025-01-27 01:35:11
1799,Acer TravelMate P6 TMP614-51 Intel Core i5 10th Gen,/acer/travelmate-p6-tmp614-51-intel-core-i5-10th-gen,acer-travelmate-p6-tmp614_51-intel-core-i5-10th-gen.webp,laptop,Acer,,,2020,80,2025-01-27 01:15:52
1800,Acer TravelMate Spin P6 TMP614RN-52 Intel Core i7 11th Gen,/acer/travelmate-spin-p6-tmp614rn-52-intel-core-i7-11th-gen,acer-travelmate-spin-p6-tmp614rn_52-intel-core-i7-11th-gen.webp,laptop,Acer,,,2021,130,2025-01-27 01:31:39
1801,Acer TravelMate P2 TMP214-52 Intel Core i5 10th Gen,/acer/travelmate-p2-tmp214-52-intel-core-i5-10th-gen,acer-travelmate-p2-tmp214_52-intel-core-i5-10th-gen.webp,laptop,Acer,,,2020,70,2025-01-27 01:12:17
1802,Acer TravelMate P2 TMP214-52 Intel Core i7 10th Gen,/acer/travelmate-p2-tmp214-52-intel-core-i7-10th-gen,acer-travelmate-p2-tmp214_52-intel-core-i7-10th-gen.webp,laptop,Acer,,,2020,100,2025-01-27 01:12:38
1803,Acer TravelMate P2 TMP215-53 Intel Core i3 11th Gen,/acer/travelmate-p2-tmp215-53-intel-core-i3-11th-gen,acer-travelmate-p2-tmp215_53-intel-core-i3-11th-gen.webp,laptop,Acer,,,2021,70,2025-01-27 01:21:26
1855,LG Gram 15 15Z970 Intel Core i5 7th Gen,/lg/gram-15-15z970-intel-core-i5-7th-gen,lg-gram-15-15z970-intel-core-i5-7th-gen.webp,laptop,LG,,,2019,65,2023-06-19 02:34:02
1856,LG Gram 17 17Z990 Intel Core i7 8th Gen 512GB SSD,/lg/gram-17-17z990-intel-core-i7-8th-gen-512gb-ssd,lg-gram-17-17z990-intel-core-i7-8th-gen-512gb-ssd.webp,laptop,LG,,,2019,125,2023-06-19 02:49:36
1857,LG Gram 14 14Z990 Intel Core i5 8th Gen,/lg/gram-14-14z990-intel-core-i5-8th-gen,lg-gram-14-14z990-intel-core-i5-8th-gen.webp,laptop,LG,,,2019,60,2023-06-19 02:26:48
1859,LG Gram 14 14T990 Intel Core i7 8th Gen 512GB SSD,/lg/gram-14-14t990-intel-core-i7-8th-gen-512gb-ssd,lg-gram-14-14t990-intel-core-i7-8th-gen-512gb-ssd.webp,laptop,LG,,,2019,105,2023-06-19 02:15:53
1860,LG Gram 15 15Z975 Intel Core i7 8th Gen,/lg/gram-15-15z975-intel-core-i7-8th-gen,lg-gram-15-15z975-intel-core-i7-8th-gen.webp,laptop,LG,,,2020,110,2023-06-19 02:36:14
1861,LG Gram 13 13Z990 Intel Core i7 8th Gen,/lg/gram-13-13z990-intel-core-i7-8th-gen,lg-gram-13-13z990-intel-core-i7-8th-gen.webp,laptop,LG,,,2019,120,2023-06-19 02:10:21
1863,LG Gram 15 15Z980 Intel Core i7 8th Gen 512GB SSD,/lg/gram-15-15z980-intel-core-i7-8th-gen-512gb-ssd,lg-gram-15-15z980-intel-core-i7-8th-gen-512gb-ssd.webp,laptop,LG,,,2018,95,2023-06-19 02:41:28
1864,LG Gram 15 15Z980 Intel Core i5 8th Gen 256GB SSD,/lg/gram-15-15z980-intel-core-i5-8th-gen-256gb-ssd,lg-gram-15-15z980-intel-core-i5-8th-gen-256gb-ssd.webp,laptop,LG,,,2018,35,2023-06-19 02:40:55
1865,LG Gram 14 14Z970 Intel Core i7 7th Gen,/lg/gram-14-14z970-intel-core-i7-7th-gen,lg-gram-14-14z970-intel-core-i7-7th-gen.webp,laptop,LG,,,2019,70,2023-06-19 02:26:13
1866,LG Gram 13 13Z980 Intel Core i5 8th Gen,/lg/gram-13-13z980-intel-core-i5-8th-gen,lg-gram-13-13z980-intel-core-i5-8th-gen.webp,laptop,LG,,,2018,80,2023-06-19 02:13:06
1867,LG Gram 13 13Z970 Intel Core i5 8th Gen,/lg/gram-13-13z970-intel-core-i5-8th-gen,lg-gram-13-13z970-intel-core-i5-8th-gen.webp,laptop,LG,,,2017,70,2023-06-19 02:13:35
1872,Apple MacBook Air A1465 2015 Intel Core i7,/apple/macbook-air-a1465-2015-intel-core-i7,apple-macbook-air-a1465-2015-intel-core-i7.webp,laptop,Apple,,,2015,35,2024-05-26 22:09:56
1873,Apple MacBook Air A1465 2014 Intel Core i7,/apple/macbook-air-a1465-2014-intel-core-i7,apple-macbook-air-a1465-2014-intel-core-i7.webp,laptop,Apple,,,2014,30,2024-05-26 22:09:17
1874,Apple MacBook Air 15 A2941 2023 M2 Chip 1TB SSD,/apple/macbook-air-15-a2941-2023-m2-chip-1tb-ssd,apple-macbook-air-15-a2941-2023-m2-chip-1tb-ssd.webp,laptop,Apple,,,2023,420,2024-06-16 19:06:00
1875,Samsung Notebook Odyssey Intel Core i7 7th Gen,/samsung/notebook-odyssey-intel-core-i7-7th-gen,samsung-notebook-odyssey-intel-core-i7-7th-gen.webp,laptop,Samsung,,,2017,170,2022-11-30 05:03:52
1876,Apple MacBook Air A1465 2014 Intel Core i5,/apple/macbook-air-a1465-2014-intel-core-i5,apple-macbook-air-a1465-2014-intel-core-i5.webp,laptop,Apple,,,2014,25,2024-05-26 22:07:55
1877,Apple MacBook Air 15 A2941 2023 M2 Chip 2TB SSD,/apple/macbook-air-15-a2941-2023-m2-chip-2tb-ssd,apple-macbook-air-15-a2941-2023-m2-chip-2tb-ssd.webp,laptop,Apple,,,2023,510,2024-06-16 19:06:10
1878,Apple MacBook Air 13 A2681 2022 M2 Chip 256GB SSD,/apple/macbook-air-13-a2681-2022-m2-chip-256gb-ssd,apple-laptop.webp,laptop,Apple,,,2022,255,2024-06-16 19:03:09
1880,Apple MacBook Air 13 A2681 2023 M2 Chip 256GB SSD,/apple/macbook-air-13-a2681-2023-m2-chip-256gb-ssd,apple-macbook-air-13-a2681-2023-m2-chip-256gb-ssd.webp,laptop,Apple,,,2023,280,2024-06-16 19:03:30
1881,Apple MacBook Air 15 A2941 2023 M2 Chip 512GB SSD,/apple/macbook-air-15-a2941-2023-m2-chip-512gb-ssd,apple-macbook-air-15-a2941-2023-m2-chip-512gb-ssd.webp,laptop,Apple,,,2023,360,2024-06-16 19:06:15
1882,Apple MacBook Air A1466 2014 Intel Core i5,/apple/macbook-air-a1466-2014-intel-core-i5,apple-macbook-air-a1466-2014-intel-core-i5.webp,laptop,Apple,,,2014,25,2024-05-26 22:10:16
1883,Apple MacBook Pro 13 A2159 2019 Intel Core i5 512GB SSD,/apple/macbook-pro-13-a2159-2019-intel-core-i5-512gb-ssd,apple-macbook-pro-13-a2159-2019-intel-core-i5-512gb-ssd.webp,laptop,Apple,,,2019,145,2024-06-16 19:29:28
1884,Apple MacBook Pro A1990 2019 Intel Core i9 2TB SSD,/apple/macbook-pro-a1990-2019-intel-core-i9-2tb-ssd,apple-macbook-pro-a1990-2019-intel-core-i9-2tb-ssd.webp,laptop,Apple,,,2019,290,2024-05-27 01:09:41
1885,Apple MacBook Pro A1502 2015 Intel Core i5,/apple/macbook-pro-a1502-2015-intel-core-i5,apple-macbook-pro-a1502-2015-intel-core-i5.webp,laptop,Apple,,,2015,55,2024-05-26 23:55:35
1886,Apple MacBook Pro A1502 2014 Intel Core i7,/apple/macbook-pro-a1502-2014-intel-core-i7,apple-macbook-pro-a1502-2014-intel-core-i7.webp,laptop,Apple,,,2014,45,2024-05-26 23:54:27
1901,Apple MacBook Pro A1398 2013 Intel Core i7,/apple/macbook-pro-a1398-2013-intel-core-i7,apple-macbook-pro-a1398-2013-intel-core-i7.webp,laptop,Apple,,,2013,45,2024-05-26 23:43:58
1928,Dell Inspiron 15 7537 Intel Core i7 4th Gen,/dell/inspiron-15-7537-intel-core-i7-4th-gen,dell-inspiron-15-7537-intel-core-i7-4th-gen.webp,laptop,Dell,,,2014,40,2024-07-07 18:22:12
1931,Dell Inspiron 17 7737 Intel Core i7 4th Gen,/dell/inspiron-17-7737-intel-core-i7-4th-gen,dell-inspiron-17-7737-intel-core-i7-4th-gen.webp,laptop,Dell,,,2014,60,2024-07-07 21:29:49
1934,Dell Latitude 3540 Intel Core i7 13th Gen,/dell/latitude-3540-intel-core-i7-13th-gen,dell-laptop.webp,laptop,Dell,,,2023,225,2024-12-21 22:57:57
1937,HP EliteBook 1030 G2 Intel Core i7 7th Gen,/hp/elitebook-1030-g2-intel-core-i7-7th-gen,hp-laptop.webp,laptop,HP,,,2017,35,2024-02-03 19:01:09
2000,HP Spectre X360 13 Intel Core i5 6th Gen,/hp/spectre-x360-13-intel-core-i5-6th-gen,hp-spectre-x360-13-intel-core-i5-6th-gen.webp,laptop,HP,,,2016,35,2024-10-16 16:20:25
2098,Samsung Notebook Odyssey Intel Core i7 8th Gen,/samsung/notebook-odyssey-intel-core-i7-8th-gen,samsung-notebook-odyssey-intel-core-i7-8th-gen.webp,laptop,Samsung,,,2018,185,2023-06-22 02:49:16
2112,Samsung NP730 Series Core i5 8th Gen,/samsung/np730-series-core-i5-8th-gen,samsung-np730-series-core-i5-8th-gen.webp,laptop,Samsung,,,2018,60,2023-06-22 02:51:41
2218,Lenovo Flex 15 Intel Core i5 8th Gen,/lenovo/flex-15-intel-core-i5-8th-gen,lenovo-flex-15-intel-core-i5-8th-gen.webp,laptop,Lenovo,,,2018,30,2024-07-08 01:02:54
2219,Lenovo Flex 15 Intel Core i7 8th Gen,/lenovo/flex-15-intel-core-i7-8th-gen,lenovo-flex-15-intel-core-i7-8th-gen.webp,laptop,Lenovo,,,2018,60,2024-07-08 01:03:06
2250,Dell Inspiron 13 7359 Intel Core i3 6th Gen,/dell/inspiron-13-7359-intel-core-i3-6th-gen,dell-inspiron-13-7359-intel-core-i3-6th-gen.webp,laptop,Dell,,,2016,15,2024-06-17 15:22:10
2251,Dell Inspiron 15 7547 Intel Core i5 4th Gen,/dell/inspiron-15-7547-intel-core-i5-4th-gen,dell-inspiron-15-7547-intel-core-i5-4th-gen.webp,laptop,Dell,,,2014,20,2024-07-07 18:22:27
2253,Dell Inspiron 15 7558 Intel Celeron,/dell/inspiron-15-7558-intel-celeron,dell-inspiron-15-7558-intel-celeron.webp,laptop,Dell,,,2015,20,2024-07-07 18:54:52
2254,Dell Inspiron 15 7559 Intel Core i5 6th Gen,/dell/inspiron-15-7559-intel-core-i5-6th-gen,dell-inspiron-15-7559-intel-core-i5-6th-gen.webp,laptop,Dell,,,2016,30,2024-07-07 19:27:23
2255,Dell Inspiron 15 7568 Intel Core i5 6th Gen,/dell/inspiron-15-7568-intel-core-i5-6th-gen,dell-inspiron-15-7568-intel-core-i5-6th-gen.webp,laptop,Dell,,,2016,25,2024-07-07 19:04:30
2256,Dell Inspiron 15 7569 Intel Core i5 6th Gen,/dell/inspiron-15-7569-intel-core-i5-6th-gen,dell-inspiron-15-7569-intel-core-i5-6th-gen.webp,laptop,Dell,,,2016,25,2024-07-07 19:04:49
