id,title,url,images,type,brand,display,year,price,time_changed
12165,Apple iPad Pro 11 4th Gen 1TB Wi-Fi + Cellular,ipad-pro-11-4th-gen-1tb-wi_fi-cellular,apple-ipad-pro-11-4th-gen-1tb-wi_fi-cellular.webp,tablet,Apple,1,2022,265,2023-02-20 04:18:21
12166,Apple iPad Pro 11 4th Gen 2TB Wi-Fi + Cellular,ipad-pro-11-4th-gen-2tb-wi_fi-cellular,apple-ipad-pro-11-4th-gen-2tb-wi_fi-cellular.webp,tablet,Apple,1,2022,285,2023-02-20 04:20:41
12167,Apple iPad Pro 11 4th Gen 256GB Wi-Fi,ipad-pro-11-4th-gen-256gb-wi_fi,apple-ipad-pro-11-4th-gen-256gb-wi_fi.webp,tablet,Apple,1,2022,180,2023-02-20 04:18:55
12168,Apple iPad Pro 11 4th Gen 128GB Wi-Fi,ipad-pro-11-4th-gen-128gb-wi_fi,apple-ipad-pro-11-4th-gen-128gb-wi_fi.webp,tablet,Apple,1,2022,155,2023-02-20 04:11:21
12169,Apple iPad Pro 11 4th Gen 512GB Wi-Fi,ipad-pro-11-4th-gen-512gb-wi_fi,apple-ipad-pro-11-4th-gen-512gb-wi_fi.webp,tablet,Apple,1,2022,210,2023-02-20 04:20:59
12170,Apple iPad Pro 11 4th Gen 1TB Wi-Fi,ipad-pro-11-4th-gen-1tb-wi_fi,apple-ipad-pro-11-4th-gen-1tb-wi_fi.webp,tablet,Apple,1,2022,245,2023-02-20 04:18:10
12171,Apple iPad Pro 11 4th Gen 2TB Wi-Fi,ipad-pro-11-4th-gen-2tb-wi_fi,apple-ipad-pro-11-4th-gen-2tb-wi_fi.webp,tablet,Apple,1,2022,260,2023-02-20 04:20:45
12172,Apple iPad Pro 12.9 6th Gen 128GB Wi-Fi + Cellular,ipad-pro-12-9-6th-gen-128gb-wi_fi-cellular,apple-ipad-pro-12-9-6th-gen-128gb-wi_fi-cellular.webp,tablet,Apple,1,2022,220,2023-02-21 01:31:43
12173,Apple iPad Pro 12.9 6th Gen 256GB Wi-Fi + Cellular,ipad-pro-12-9-6th-gen-256gb-wi_fi-cellular,apple-ipad-pro-12-9-6th-gen-256gb-wi_fi-cellular.webp,tablet,Apple,1,2022,230,2023-02-21 01:33:36
12174,Apple iPad Pro 12.9 6th Gen 512GB Wi-Fi + Cellular,ipad-pro-12-9-6th-gen-512gb-wi_fi-cellular,apple-ipad-pro-12-9-6th-gen-512gb-wi_fi-cellular.webp,tablet,Apple,1,2022,290,2023-02-21 01:36:19
12175,Apple iPad Pro 12.9 6th Gen 1TB Wi-Fi + Cellular,ipad-pro-12-9-6th-gen-1tb-wi_fi-cellular,apple-ipad-pro-12-9-6th-gen-1tb-wi_fi-cellular.webp,tablet,Apple,1,2022,350,2023-02-21 01:36:28
12176,Apple iPad Pro 12.9 6th Gen 2TB Wi-Fi + Cellular,ipad-pro-12-9-6th-gen-2tb-wi_fi-cellular,apple-ipad-pro-12-9-6th-gen-2tb-wi_fi-cellular.webp,tablet,Apple,1,2022,400,2023-02-21 01:38:47
12177,Apple iPad Pro 12.9 6th Gen 1TB Wi-Fi,ipad-pro-12-9-6th-gen-1tb-wi_fi,apple-ipad-pro-12-9-6th-gen-1tb-wi_fi.webp,tablet,Apple,1,2022,320,2023-02-21 01:36:25
12178,Apple iPad Pro 12.9 6th Gen 2TB Wi-Fi,ipad-pro-12-9-6th-gen-2tb-wi_fi,apple-ipad-pro-12-9-6th-gen-2tb-wi_fi.webp,tablet,Apple,1,2022,360,2023-02-21 01:38:42
12179,Apple iPad Pro 12.9 6th Gen 128GB Wi-Fi,ipad-pro-12-9-6th-gen-128gb-wi_fi,apple-ipad-pro-12-9-6th-gen-128gb-wi_fi.webp,tablet,Apple,1,2022,200,2023-02-21 01:31:40
12180,Apple iPad Pro 12.9 6th Gen 256GB Wi-Fi,ipad-pro-12-9-6th-gen-256gb-wi_fi,apple-ipad-pro-12-9-6th-gen-256gb-wi_fi.webp,tablet,Apple,1,2022,210,2023-02-21 01:33:31
12181,Apple iPad Pro 12.9 6th Gen 512GB Wi-Fi,ipad-pro-12-9-6th-gen-512gb-wi_fi,apple-ipad-pro-12-9-6th-gen-512gb-wi_fi.webp,tablet,Apple,1,2022,260,2023-02-21 01:36:16
