id,title,url,images,type,brand,display,year,price,time_changed
5106,Dell XPS 8900 Intel Core i7 6th Gen,xps-8900-intel-core-i7-6th-gen,dell-xps-8900-intel-core-i7-6th-gen.webp,desktop,Dell,1,2016,40,2023-01-17 09:39:36
5107,Dell XPS 8910 Intel Core i5 6th Gen,xps-8910-intel-core-i5-6th-gen,dell-xps-8910-intel-core-i5-6th-gen.webp,desktop,Dell,1,2016,30,2023-06-28 03:27:31
5108,Dell XPS 8910 Intel Core i7 6th Gen,xps-8910-intel-core-i7-6th-gen,dell-xps-8910-intel-core-i7-6th-gen.webp,desktop,Dell,1,2016,40,2023-06-28 03:27:29
5109,Dell XPS 8920 Intel Core i5 7th Gen,xps-8920-intel-core-i5-7th-gen,dell-xps-8920-intel-core-i5-7th-gen.webp,desktop,Dell,1,2017,40,2023-06-28 03:30:12
5110,Dell XPS 8920 Intel Core i7 7th Gen,xps-8920-intel-core-i7-7th-gen,dell-xps-8920-intel-core-i7-7th-gen.webp,desktop,Dell,1,2017,60,2023-06-28 03:30:09
5111,Dell XPS 8930 Intel Core i5 8th Gen,xps-8930-intel-core-i5-8th-gen,dell-xps-8930-intel-core-i5-8th-gen.webp,desktop,Dell,1,2018,55,2023-06-28 03:33:09
5112,Dell XPS 8930 Intel Core i5 9th Gen,xps-8930-intel-core-i5-9th-gen,dell-xps-8930-intel-core-i5-9th-gen.webp,desktop,Dell,1,2019,60,2023-06-28 03:33:30
5113,Dell XPS 8930 Intel Core i7 8th Gen,xps-8930-intel-core-i7-8th-gen,dell-xps-8930-intel-core-i7-8th-gen.webp,desktop,Dell,1,2018,65,2023-06-28 03:37:37
5114,Dell XPS 8930 Intel Core i7 9th Gen,xps-8930-intel-core-i7-9th-gen,dell-xps-8930-intel-core-i7-9th-gen.webp,desktop,Dell,1,2019,70,2023-06-28 03:37:42
5115,Dell XPS 8930 Intel Core i9 9th Gen,xps-8930-intel-core-i9-9th-gen,dell-xps-8930-intel-core-i9-9th-gen.webp,desktop,Dell,1,2019,120,2023-06-28 03:38:42
5128,Lenovo IdeaCentre 300-20ISH Intel Core i7 6th Gen,ideacentre-300_20ish-intel-core-i7-6th-gen,lenovo-ideacentre-300_20ish-intel-core-i7-6th-gen.webp,desktop,Lenovo,1,2016,20,2023-06-29 07:10:24
